po_id,po_number,vendor_key,po_date,expected_date,total_amount,status,received_date,payment_terms,buyer,department_key
9446,PO009446,6,2020-01-28,2020-03-25,110851.03,Partial,,Net 60,Matthew Jones,2
6991,PO006991,22,2020-01-28,2020-02-11,423493.11,Completed,2020-03-04,Net 90,Thomas Taylor,2
6852,PO006852,20,2020-01-28,2020-02-19,340754.89,Completed,2020-02-19,Net 45,Evelyn Evans,1
13697,PO013697,41,2020-01-28,2020-03-16,180529.17,Completed,2020-03-13,Net 90,Oliver Hughes,4
15173,PO015173,13,2020-01-28,2020-02-15,41263.22,Partial,,Net 30,Jack Davies,5
1277,PO001277,8,2020-01-28,2020-02-10,371738.97,Partial,,Net 30,Thomas Lewis,7
5603,PO005603,31,2020-01-29,2020-02-29,50014.93,Partial,,Net 45,Grace Johnson,2
18974,PO018974,44,2020-01-29,2020-03-16,191032.89,Open,,Net 90,Ava Robinson,6
10573,PO010573,42,2020-01-29,2020-03-09,361494.61,Open,,Net 45,Grace Edwards,9
12066,PO012066,15,2020-01-29,2020-02-28,7039.68,Completed,2020-03-14,Net 30,Lily Robinson,7
11659,PO011659,39,2020-01-29,2020-03-15,189029.53,Open,,Net 30,Oscar Walker,2
13520,PO013520,41,2020-01-29,2020-03-10,84776.27,Cancelled,,Net 45,Alice Davies,8
8791,PO008791,7,2020-01-29,2020-02-23,222002.33,Cancelled,,Net 45,Samuel Taylor,1
15194,PO015194,9,2020-01-29,2020-02-17,496789.46,Partial,,Net 90,Alice Martin,8
9128,PO009128,4,2020-01-29,2020-02-10,256344.88,Completed,2020-03-04,Net 90,Noah Lewis,8
5182,PO005182,38,2020-01-30,2020-02-25,67410.57,Cancelled,,Net 45,Jessica Taylor,9
11610,PO011610,46,2020-01-30,2020-03-29,237997.11,Open,,Net 60,Matthew Taylor,1
3274,PO003274,18,2020-01-30,2020-03-01,116451.85,Partial,,Net 60,Charlie Wood,6
18553,PO018553,37,2020-01-30,2020-02-08,330416.79,Completed,2020-02-11,Net 90,Henry Lewis,5
611,PO000611,32,2020-01-30,2020-03-05,252842.41,Completed,2020-02-21,Net 45,Emma Robinson,4
9267,PO009267,26,2020-01-30,2020-02-26,420360.75,Open,,Net 90,William Thompson,9
18186,PO018186,26,2020-01-30,2020-02-27,360471.16,Open,,Net 90,James Green,7
4332,PO004332,6,2020-01-30,2020-02-06,277388.37,Partial,,Net 90,Harry White,3
6180,PO006180,25,2020-01-30,2020-03-26,271785.68,Partial,,Net 30,Ella Robinson,4
9019,PO009019,31,2020-01-30,2020-03-24,440880.97,Completed,2020-03-13,Net 60,Lucas Hall,3
18376,PO018376,9,2020-01-30,2020-03-12,285016.89,Open,,Net 45,Benjamin Lewis,2
19050,PO019050,10,2020-01-30,2020-02-22,423887.58,Partial,,Net 90,Benjamin Roberts,10
19322,PO019322,1,2020-01-31,2020-03-04,253005.98,Completed,2020-02-21,Net 90,Ella Williams,6
17076,PO017076,42,2020-01-31,2020-03-01,222129.52,Open,,Net 30,Benjamin Jackson,9
937,PO000937,34,2020-01-31,2020-03-16,29310.67,Completed,2020-03-04,Net 90,James Robinson,9
13186,PO013186,39,2020-01-31,2020-03-29,149064.32,Cancelled,,Net 45,Benjamin Johnson,1
16198,PO016198,15,2020-01-31,2020-03-24,333600.77,Open,,Net 90,Sophie Martin,2
12496,PO012496,14,2020-02-01,2020-03-12,144874.66,Completed,2020-03-17,Net 30,Oscar Hall,9
11410,PO011410,18,2020-02-01,2020-02-11,129781.44,Completed,2020-03-03,Net 60,Joseph Taylor,9
11204,PO011204,27,2020-02-01,2020-02-23,434352.87,Cancelled,,Net 60,Alexander Wright,8
4479,PO004479,9,2020-02-01,2020-02-11,453971.26,Partial,,Net 90,Charlotte Robinson,4
3551,PO003551,4,2020-02-01,2020-04-01,272718.09,Completed,2020-02-21,Net 30,William Hill,5
18450,PO018450,18,2020-02-01,2020-03-10,268438.77,Open,,Net 30,Ruby Davies,5
8934,PO008934,50,2020-02-01,2020-03-11,25707.41,Cancelled,,Net 60,Alice Lewis,3
8288,PO008288,6,2020-02-01,2020-02-15,95611.53,Completed,2020-03-16,Net 90,George Edwards,4
17152,PO017152,2,2020-02-01,2020-03-15,497888.16,Partial,,Net 45,Leo Jackson,8
16313,PO016313,18,2020-02-01,2020-02-22,347388.46,Partial,,Net 30,Henry Davies,6
13696,PO013696,36,2020-02-01,2020-02-22,463240.53,Completed,2020-03-13,Net 60,Alice Williams,3
8206,PO008206,7,2020-02-01,2020-03-17,158164.06,Completed,2020-03-17,Net 90,Jessica Davies,1
5588,PO005588,49,2020-02-01,2020-03-02,354207.84,Completed,2020-03-01,Net 30,Alice Green,6
2176,PO002176,5,2020-02-01,2020-03-23,271789.63,Completed,2020-03-17,Net 60,Alice Davies,9
9368,PO009368,1,2020-02-02,2020-02-26,446497.96,Completed,2020-03-04,Net 45,Ruby Thomas,5
8051,PO008051,3,2020-02-02,2020-02-14,136068.89,Completed,2020-02-14,Net 60,Noah Turner,4
7675,PO007675,4,2020-02-02,2020-03-12,241007.05,Completed,2020-03-17,Net 90,Ava Cooper,9
14861,PO014861,47,2020-02-03,2020-02-25,183616.84,Completed,2020-02-29,Net 45,Jessica Brown,3
3562,PO003562,14,2020-02-03,2020-03-31,157408.78,Completed,2020-03-10,Net 30,Henry Hughes,9
2622,PO002622,49,2020-02-03,2020-03-27,462461.67,Completed,2020-02-23,Net 45,Chloe Edwards,9
14907,PO014907,5,2020-02-03,2020-02-11,193654.94,Completed,2020-03-12,Net 30,Grace Hill,2
2058,PO002058,43,2020-02-03,2020-03-11,15764.64,Completed,2020-03-08,Net 60,Mia Johnson,5
67,PO000067,41,2020-02-03,2020-03-12,369821.93,Partial,,Net 90,Alexander Wilson,6
50,PO000050,43,2020-02-03,2020-03-02,112536.33,Partial,,Net 30,Ruby Harris,10
3803,PO003803,25,2020-02-04,2020-04-02,393282.86,Open,,Net 30,Daniel Williams,5
17337,PO017337,40,2020-02-04,2020-02-24,128008.97,Cancelled,,Net 45,Charlie Lewis,9
10582,PO010582,50,2020-02-04,2020-02-19,182153.94,Open,,Net 60,Emily Roberts,5
17621,PO017621,17,2020-02-04,2020-03-12,150387.5,Completed,2020-03-07,Net 90,Ava Hughes,6
2454,PO002454,23,2020-02-04,2020-02-13,480381.8,Open,,Net 30,Olivia Patel,7
14481,PO014481,19,2020-02-04,2020-03-16,399032.93,Cancelled,,Net 30,Isabella Jackson,1
15627,PO015627,17,2020-02-04,2020-02-26,35723.85,Completed,2020-03-11,Net 60,Ava Green,8
12249,PO012249,23,2020-02-04,2020-02-14,226001.66,Partial,,Net 45,Chloe Lewis,1
17993,PO017993,23,2020-02-04,2020-02-29,436551.67,Cancelled,,Net 30,Ella White,8
1611,PO001611,27,2020-02-05,2020-04-04,139851.01,Cancelled,,Net 60,Sophie Evans,7
9284,PO009284,6,2020-02-05,2020-03-19,82411.94,Completed,2020-03-09,Net 90,Sophia Walker,7
4016,PO004016,9,2020-02-05,2020-03-27,174046.03,Cancelled,,Net 60,James Johnson,10
705,PO000705,13,2020-02-05,2020-04-03,298799.67,Completed,2020-02-15,Net 90,Charlie Lewis,3
19368,PO019368,28,2020-02-05,2020-03-27,470272.82,Completed,2020-03-09,Net 90,Harper Turner,10
4626,PO004626,9,2020-02-05,2020-02-19,183444.87,Completed,2020-03-05,Net 60,Mia Harris,9
9378,PO009378,26,2020-02-05,2020-02-27,27962.49,Completed,2020-03-02,Net 30,Jessica Wilson,5
1558,PO001558,26,2020-02-05,2020-03-30,119719.6,Open,,Net 60,Samuel Smith,1
7079,PO007079,28,2020-02-05,2020-02-18,329298.15,Open,,Net 60,Emma Green,9
15920,PO015920,44,2020-02-05,2020-03-05,243332.81,Completed,2020-02-20,Net 45,Benjamin Edwards,3
17841,PO017841,21,2020-02-05,2020-04-05,11423.47,Completed,2020-02-16,Net 30,Daniel Wright,4
17267,PO017267,28,2020-02-05,2020-03-24,344522.87,Completed,2020-03-20,Net 45,Sophia Hall,1
5344,PO005344,12,2020-02-05,2020-03-28,192750.36,Completed,2020-03-21,Net 90,Freya Taylor,5
1799,PO001799,35,2020-02-05,2020-03-31,397606.67,Open,,Net 60,Harry Hughes,4
1222,PO001222,12,2020-02-05,2020-03-24,243105.69,Cancelled,,Net 90,Samuel Green,5
5125,PO005125,32,2020-02-05,2020-02-13,351972.25,Completed,2020-02-21,Net 90,Jack Martin,6
6569,PO006569,16,2020-02-06,2020-02-29,197093.81,Partial,,Net 45,Alexander Lewis,5
3260,PO003260,16,2020-02-06,2020-02-20,330033.35,Cancelled,,Net 45,Harry Green,6
19384,PO019384,41,2020-02-06,2020-02-18,319636.26,Cancelled,,Net 30,Samuel Harris,9
11479,PO011479,19,2020-02-06,2020-04-04,363559.25,Cancelled,,Net 45,Joseph Davies,5
3852,PO003852,46,2020-02-06,2020-02-16,406608.17,Completed,2020-02-29,Net 45,Oliver Robinson,2
9827,PO009827,47,2020-02-06,2020-02-25,225044.16,Partial,,Net 45,Matthew Hill,1
17815,PO017815,14,2020-02-06,2020-03-05,18696.2,Completed,2020-02-24,Net 30,Daniel Clarke,7
12744,PO012744,35,2020-02-06,2020-02-28,98749.97,Completed,2020-03-15,Net 90,Sophia Wilson,1
14035,PO014035,24,2020-02-06,2020-02-25,294562.14,Open,,Net 60,George Evans,1
5148,PO005148,24,2020-02-06,2020-04-05,319905.21,Open,,Net 45,Oliver Wood,9
14385,PO014385,48,2020-02-06,2020-03-25,251085.07,Completed,2020-02-29,Net 90,Thomas Evans,1
5462,PO005462,18,2020-02-06,2020-03-03,494977.08,Completed,2020-03-22,Net 45,Harry Turner,6
9645,PO009645,16,2020-02-07,2020-02-27,401615.76,Completed,2020-03-08,Net 60,Leo Evans,9
19814,PO019814,6,2020-02-07,2020-03-28,112108.44,Completed,2020-03-04,Net 90,Evelyn Taylor,10
5255,PO005255,10,2020-02-07,2020-02-28,201777.89,Partial,,Net 90,William Turner,5
4922,PO004922,46,2020-02-07,2020-03-04,361427.94,Open,,Net 90,Ella Walker,5
19004,PO019004,25,2020-02-07,2020-03-10,62342.8,Completed,2020-02-18,Net 45,George Hill,9
9428,PO009428,21,2020-02-07,2020-03-27,153275.55,Completed,2020-02-18,Net 90,Emma Edwards,9
1476,PO001476,8,2020-02-07,2020-02-26,178293.44,Partial,,Net 90,Sophia Roberts,8
19171,PO019171,27,2020-02-07,2020-03-26,449807.21,Completed,2020-02-24,Net 30,Oscar Clarke,7
18618,PO018618,31,2020-02-07,2020-03-18,287850.35,Open,,Net 45,Sophie White,1
17512,PO017512,14,2020-02-07,2020-03-08,446835.9,Completed,2020-03-23,Net 30,Benjamin Clarke,1
3692,PO003692,32,2020-02-07,2020-02-25,67805.14,Completed,2020-03-18,Net 90,Ava Turner,1
17326,PO017326,1,2020-02-08,2020-03-07,97575.7,Completed,2020-03-02,Net 90,Jessica Patel,4
16431,PO016431,8,2020-02-08,2020-02-15,413472.67,Partial,,Net 30,Jack Roberts,7
19780,PO019780,9,2020-02-08,2020-02-17,74997.76,Open,,Net 45,Alice Thomas,6
8078,PO008078,18,2020-02-08,2020-02-19,339286.16,Cancelled,,Net 90,Benjamin Evans,2
1550,PO001550,8,2020-02-08,2020-04-03,109447.53,Partial,,Net 45,Harry Hall,7
4147,PO004147,12,2020-02-08,2020-03-19,302948.3,Completed,2020-03-16,Net 45,Emma Turner,1
5110,PO005110,21,2020-02-08,2020-02-23,172711.27,Completed,2020-02-15,Net 60,Sophie Hall,4
8917,PO008917,31,2020-02-08,2020-03-07,163865.39,Completed,2020-03-14,Net 60,Oscar Hughes,9
2759,PO002759,35,2020-02-09,2020-03-02,429711.49,Completed,2020-03-05,Net 45,Harry Taylor,1
10067,PO010067,32,2020-02-09,2020-02-27,98131.65,Cancelled,,Net 30,Oscar Johnson,8
11885,PO011885,17,2020-02-09,2020-02-27,54706.38,Open,,Net 30,Lucas Martin,9
13212,PO013212,1,2020-02-09,2020-02-28,187275.52,Partial,,Net 30,Oliver Walker,7
8843,PO008843,36,2020-02-09,2020-02-22,321647.84,Completed,2020-02-25,Net 30,Samuel Williams,10
6949,PO006949,20,2020-02-09,2020-02-26,105491.29,Partial,,Net 60,Jack Hall,4
19359,PO019359,36,2020-02-09,2020-03-24,88921.32,Open,,Net 30,Matthew Johnson,7
5784,PO005784,28,2020-02-10,2020-03-15,64758.63,Completed,2020-02-28,Net 90,Harper Davies,3
6318,PO006318,27,2020-02-10,2020-03-20,114068.11,Partial,,Net 90,Harry Edwards,2
11837,PO011837,36,2020-02-10,2020-02-23,378570.19,Cancelled,,Net 90,Sophie Lewis,10
11783,PO011783,1,2020-02-10,2020-03-22,441443.27,Partial,,Net 60,George Hall,3
14812,PO014812,17,2020-02-10,2020-04-06,416427.73,Completed,2020-02-29,Net 30,Daniel Wilson,3
649,PO000649,20,2020-02-11,2020-03-26,33701.22,Completed,2020-02-21,Net 60,Isabella Evans,8
6686,PO006686,29,2020-02-11,2020-03-08,180806.31,Open,,Net 45,Emily Roberts,1
10121,PO010121,29,2020-02-11,2020-02-21,203630.77,Completed,2020-03-14,Net 90,Amelia Green,10
7245,PO007245,33,2020-02-11,2020-03-04,198350.98,Open,,Net 60,Chloe Taylor,7
18743,PO018743,17,2020-02-11,2020-03-28,413151.25,Open,,Net 60,Leo Green,6
3403,PO003403,38,2020-02-11,2020-03-02,466121.08,Completed,2020-03-12,Net 60,Alice Johnson,6
7668,PO007668,33,2020-02-11,2020-04-02,52209.89,Completed,2020-03-15,Net 45,William Hughes,2
8044,PO008044,25,2020-02-11,2020-04-11,97261.14,Completed,2020-03-11,Net 60,Sophie Brown,10
1998,PO001998,35,2020-02-12,2020-02-23,496112.15,Cancelled,,Net 60,William Edwards,8
2600,PO002600,11,2020-02-12,2020-04-08,150950.61,Partial,,Net 30,Harper Wood,1
6568,PO006568,18,2020-02-12,2020-02-24,471689.69,Partial,,Net 30,Leo Hughes,6
8646,PO008646,20,2020-02-12,2020-04-06,245146.26,Partial,,Net 30,William Brown,1
12805,PO012805,3,2020-02-12,2020-03-16,384581.52,Completed,2020-03-02,Net 45,Harry Clarke,7
9675,PO009675,36,2020-02-12,2020-04-07,430838.15,Completed,2020-02-22,Net 90,Oscar Wood,5
10774,PO010774,3,2020-02-12,2020-03-08,401755.7,Completed,2020-03-15,Net 60,Henry Thompson,3
14344,PO014344,6,2020-02-13,2020-03-16,353207.31,Partial,,Net 30,Charlie Green,4
17208,PO017208,19,2020-02-13,2020-03-01,158981.39,Cancelled,,Net 30,Samuel Robinson,5
5451,PO005451,34,2020-02-13,2020-02-25,497588.51,Completed,2020-03-09,Net 90,Mia Clarke,9
4542,PO004542,43,2020-02-13,2020-03-31,364028.68,Completed,2020-02-23,Net 45,Matthew Jones,4
9300,PO009300,30,2020-02-13,2020-03-27,127814.7,Open,,Net 90,William Walker,4
15917,PO015917,35,2020-02-13,2020-03-29,85073.47,Open,,Net 30,Jessica Wright,6
8750,PO008750,43,2020-02-13,2020-03-10,62204.0,Open,,Net 45,Oliver Wright,6
3921,PO003921,5,2020-02-13,2020-04-12,431006.52,Partial,,Net 90,Lucas Thomas,9
2084,PO002084,12,2020-02-13,2020-03-02,441485.2,Completed,2020-02-21,Net 60,Jack Martin,5
1612,PO001612,15,2020-02-13,2020-03-28,194909.39,Completed,2020-03-16,Net 45,Olivia Hughes,9
2699,PO002699,8,2020-02-13,2020-02-29,406392.55,Partial,,Net 30,Harper Smith,1
8463,PO008463,15,2020-02-13,2020-02-27,201873.25,Cancelled,,Net 30,Oliver Wood,8
16454,PO016454,34,2020-02-14,2020-03-15,381414.45,Open,,Net 30,Amelia Wright,7
11119,PO011119,30,2020-02-14,2020-04-14,336675.67,Partial,,Net 45,Harper Hall,1
10580,PO010580,38,2020-02-14,2020-03-20,75386.78,Completed,2020-03-03,Net 30,Sophia Thomas,3
8956,PO008956,5,2020-02-14,2020-04-11,493270.51,Cancelled,,Net 30,Lucas Edwards,1
5586,PO005586,45,2020-02-14,2020-03-04,25284.85,Completed,2020-03-24,Net 30,Noah Hall,10
16233,PO016233,20,2020-02-14,2020-03-21,60263.9,Open,,Net 45,Lily Hughes,6
7863,PO007863,6,2020-02-15,2020-03-27,215858.19,Cancelled,,Net 45,Thomas Wright,9
14497,PO014497,13,2020-02-15,2020-02-26,144538.12,Completed,2020-02-23,Net 90,Olivia Williams,5
1825,PO001825,31,2020-02-15,2020-03-11,305199.22,Completed,2020-03-29,Net 60,Mia Green,1
13584,PO013584,30,2020-02-15,2020-03-14,475009.32,Completed,2020-02-29,Net 90,Amelia Williams,5
3680,PO003680,8,2020-02-15,2020-04-05,38745.07,Partial,,Net 90,Sophie Martin,10
16953,PO016953,4,2020-02-15,2020-03-14,69610.54,Completed,2020-03-01,Net 45,Ruby Johnson,3
6729,PO006729,8,2020-02-16,2020-04-16,393906.57,Cancelled,,Net 90,Isabella Walker,3
13159,PO013159,15,2020-02-16,2020-04-12,330360.12,Completed,2020-03-24,Net 30,Lucas Jackson,9
2031,PO002031,47,2020-02-16,2020-04-12,409860.17,Cancelled,,Net 60,Jack Johnson,7
1024,PO001024,39,2020-02-16,2020-03-11,208806.22,Partial,,Net 90,James Hall,10
9107,PO009107,35,2020-02-16,2020-03-30,426067.98,Completed,2020-03-28,Net 60,Emma Hughes,1
12903,PO012903,22,2020-02-16,2020-03-19,134993.08,Partial,,Net 30,Emma Roberts,1
4551,PO004551,17,2020-02-16,2020-03-05,438278.7,Completed,2020-02-29,Net 90,Grace Harris,4
14959,PO014959,36,2020-02-16,2020-04-01,447466.05,Open,,Net 90,Ruby Harris,5
6359,PO006359,13,2020-02-16,2020-03-04,430557.48,Completed,2020-03-27,Net 45,Oscar Wright,7
10286,PO010286,12,2020-02-16,2020-02-28,101818.62,Completed,2020-03-30,Net 90,Alexander Robinson,9
17728,PO017728,5,2020-02-16,2020-03-09,296990.11,Completed,2020-03-16,Net 60,Daniel Robinson,2
13793,PO013793,23,2020-02-17,2020-03-14,108234.09,Completed,2020-03-14,Net 30,Oliver Wright,4
13560,PO013560,39,2020-02-17,2020-04-01,495470.33,Completed,2020-02-28,Net 30,Lily Wilson,7
8949,PO008949,15,2020-02-17,2020-04-14,480811.9,Partial,,Net 45,Thomas Lewis,2
12843,PO012843,17,2020-02-17,2020-03-04,247946.14,Open,,Net 30,Mia Edwards,6
6151,PO006151,16,2020-02-17,2020-04-13,365935.9,Completed,2020-04-02,Net 60,William Taylor,5
9215,PO009215,31,2020-02-17,2020-02-27,378408.08,Completed,2020-03-23,Net 45,James Harris,7
3258,PO003258,19,2020-02-17,2020-03-13,17214.55,Completed,2020-03-10,Net 30,Evelyn White,10
14405,PO014405,28,2020-02-17,2020-04-03,53683.5,Completed,2020-02-25,Net 60,Sophia Brown,7
10049,PO010049,16,2020-02-18,2020-03-29,307101.11,Partial,,Net 60,Sophie Evans,6
16769,PO016769,22,2020-02-18,2020-03-18,404941.75,Completed,2020-03-25,Net 45,Harper Brown,2
16647,PO016647,42,2020-02-18,2020-02-27,30359.86,Cancelled,,Net 90,Harper Wright,2
14632,PO014632,14,2020-02-19,2020-03-30,289384.56,Cancelled,,Net 30,Oscar Williams,5
1465,PO001465,32,2020-02-19,2020-03-31,499283.97,Completed,2020-04-03,Net 45,Alexander Thomas,8
10676,PO010676,12,2020-02-19,2020-03-28,99083.44,Completed,2020-03-22,Net 90,Ruby Clarke,8
5154,PO005154,36,2020-02-19,2020-03-27,375792.33,Cancelled,,Net 60,Emma Martin,9
2680,PO002680,47,2020-02-19,2020-04-17,221537.09,Completed,2020-03-07,Net 30,Mia Martin,10
1129,PO001129,17,2020-02-19,2020-03-26,333845.11,Completed,2020-03-25,Net 90,Amelia Martin,5
19153,PO019153,33,2020-02-19,2020-04-01,7293.04,Partial,,Net 45,Isabella Smith,9
10289,PO010289,28,2020-02-19,2020-03-20,243940.82,Cancelled,,Net 60,Oliver Johnson,4
14279,PO014279,12,2020-02-20,2020-04-03,370922.44,Completed,2020-03-19,Net 90,David Evans,7
19976,PO019976,16,2020-02-20,2020-04-17,214993.16,Completed,2020-03-26,Net 30,Ella Hall,9
18342,PO018342,12,2020-02-20,2020-03-31,75428.95,Completed,2020-03-06,Net 90,Sophie Hughes,3
1172,PO001172,36,2020-02-20,2020-02-27,75858.62,Completed,2020-03-15,Net 30,Alexander Roberts,1
10179,PO010179,8,2020-02-20,2020-03-28,255974.24,Partial,,Net 30,Evelyn Martin,5
835,PO000835,19,2020-02-20,2020-03-03,54455.2,Completed,2020-03-03,Net 30,Ava Robinson,3
9562,PO009562,32,2020-02-20,2020-03-04,449975.94,Completed,2020-03-05,Net 60,Ruby Jackson,3
19671,PO019671,30,2020-02-20,2020-04-07,10573.69,Completed,2020-03-04,Net 30,Samuel Patel,6
1335,PO001335,32,2020-02-20,2020-03-31,249192.09,Partial,,Net 30,Oscar Hall,10
4309,PO004309,44,2020-02-20,2020-03-15,21818.0,Open,,Net 30,Daniel Patel,1
9880,PO009880,42,2020-02-20,2020-04-19,477621.33,Completed,2020-02-29,Net 45,Joseph Johnson,9
320,PO000320,16,2020-02-21,2020-03-23,365126.88,Completed,2020-04-02,Net 90,Evelyn Davies,5
6992,PO006992,25,2020-02-21,2020-04-02,152695.57,Open,,Net 60,Isabella Evans,3
13240,PO013240,19,2020-02-21,2020-03-24,98123.48,Completed,2020-02-28,Net 90,Grace Taylor,1
593,PO000593,19,2020-02-21,2020-03-02,404780.93,Completed,2020-03-07,Net 30,Olivia Patel,4
15585,PO015585,38,2020-02-21,2020-03-09,347972.78,Completed,2020-02-28,Net 30,David Wood,10
358,PO000358,27,2020-02-21,2020-03-04,225003.42,Completed,2020-03-27,Net 90,Grace Roberts,5
3620,PO003620,32,2020-02-21,2020-03-05,119250.06,Partial,,Net 30,David Robinson,7
6937,PO006937,35,2020-02-21,2020-04-05,377987.74,Open,,Net 30,William Evans,10
45,PO000045,48,2020-02-21,2020-04-13,446833.3,Cancelled,,Net 60,Emma Johnson,7
13518,PO013518,37,2020-02-21,2020-02-29,462809.61,Completed,2020-03-28,Net 30,Sophia Edwards,3
17348,PO017348,1,2020-02-21,2020-04-01,95193.95,Open,,Net 30,Thomas Brown,7
18881,PO018881,42,2020-02-21,2020-03-27,462794.29,Partial,,Net 30,Lily Johnson,9
8392,PO008392,49,2020-02-21,2020-03-02,460041.39,Cancelled,,Net 30,William Hill,1
16394,PO016394,6,2020-02-21,2020-03-04,217788.42,Cancelled,,Net 60,George Harris,1
5530,PO005530,29,2020-02-22,2020-04-19,164092.94,Cancelled,,Net 60,Henry Roberts,7
1470,PO001470,44,2020-02-22,2020-03-23,273416.14,Partial,,Net 90,Noah Evans,6
16209,PO016209,14,2020-02-22,2020-03-15,20442.1,Completed,2020-03-31,Net 45,Alice Robinson,9
17178,PO017178,22,2020-02-22,2020-03-03,497824.8,Partial,,Net 90,James Lewis,3
15452,PO015452,47,2020-02-22,2020-03-24,30868.29,Completed,2020-03-06,Net 90,Jack Walker,6
5045,PO005045,49,2020-02-22,2020-03-20,175101.26,Completed,2020-03-23,Net 60,Lucas Roberts,3
8378,PO008378,19,2020-02-22,2020-03-13,27816.19,Partial,,Net 30,David Hill,4
12625,PO012625,36,2020-02-22,2020-04-13,148256.59,Cancelled,,Net 30,Grace Wright,10
18716,PO018716,18,2020-02-22,2020-03-26,48506.73,Completed,2020-03-05,Net 90,Oscar Evans,10
11694,PO011694,50,2020-02-22,2020-03-03,172022.76,Completed,2020-03-19,Net 90,Harry Hughes,1
19361,PO019361,49,2020-02-22,2020-03-28,474637.51,Completed,2020-03-18,Net 90,Thomas Hill,10
15360,PO015360,38,2020-02-23,2020-03-02,171330.96,Cancelled,,Net 90,Samuel Johnson,9
6593,PO006593,15,2020-02-23,2020-03-20,415200.65,Completed,2020-04-04,Net 60,Leo Edwards,5
9347,PO009347,43,2020-02-23,2020-04-08,407917.24,Open,,Net 90,Alexander Jackson,8
3109,PO003109,19,2020-02-23,2020-04-09,428811.0,Completed,2020-04-04,Net 45,Ava Clarke,9
7421,PO007421,20,2020-02-23,2020-04-22,307608.22,Partial,,Net 45,Freya Smith,8
16919,PO016919,11,2020-02-23,2020-04-17,436315.38,Completed,2020-03-16,Net 60,Grace Jones,4
15849,PO015849,44,2020-02-23,2020-03-09,229992.87,Completed,2020-03-09,Net 60,Evelyn Hall,1
7144,PO007144,15,2020-02-23,2020-03-11,402399.36,Open,,Net 90,Daniel Green,5
4043,PO004043,37,2020-02-24,2020-03-27,28406.86,Completed,2020-03-22,Net 90,Olivia Jones,9
2948,PO002948,6,2020-02-24,2020-03-22,221728.38,Completed,2020-03-25,Net 90,Charlie Cooper,1
6385,PO006385,23,2020-02-24,2020-03-30,85987.09,Partial,,Net 90,George Hughes,9
6344,PO006344,8,2020-02-24,2020-03-09,369377.81,Completed,2020-03-07,Net 90,George Wright,8
6011,PO006011,18,2020-02-24,2020-04-14,190812.18,Completed,2020-03-31,Net 60,Emma Roberts,3
19369,PO019369,38,2020-02-24,2020-03-30,338529.21,Cancelled,,Net 30,George Thomas,9
11557,PO011557,15,2020-02-24,2020-03-21,244755.89,Cancelled,,Net 45,Jack White,4
15973,PO015973,33,2020-02-25,2020-03-15,424181.15,Completed,2020-04-09,Net 60,David Walker,1
19048,PO019048,10,2020-02-25,2020-03-25,134855.37,Completed,2020-03-05,Net 30,Sophia Jackson,4
5842,PO005842,3,2020-02-25,2020-04-12,272642.67,Completed,2020-03-25,Net 45,Thomas Harris,10
9298,PO009298,6,2020-02-25,2020-03-24,224713.87,Completed,2020-03-26,Net 45,Isabella Lewis,3
16946,PO016946,14,2020-02-25,2020-04-04,315162.64,Partial,,Net 90,Oliver Hall,3
7104,PO007104,20,2020-02-25,2020-04-24,123276.33,Open,,Net 30,Harry Roberts,1
327,PO000327,39,2020-02-25,2020-04-20,332803.66,Completed,2020-03-13,Net 30,Harper Harris,9
13554,PO013554,32,2020-02-25,2020-03-04,50505.11,Open,,Net 45,Amelia Wright,1
8193,PO008193,2,2020-02-25,2020-03-30,418767.79,Cancelled,,Net 30,Grace Jackson,4
