fraud_case_id,fraud_type_id,detection_date,detection_timestamp,detection_method,ml_confidence_score,subscriber_key,msisdn,suspected_amount,actual_loss,prevented_loss,status,resolution_type,resolution_date,investigating_team,city,risk_score,is_repeat_offender
170,11,2025-03-31,2025-03-31 20:42:00,ML Model,0.77,12490,447943751263,3167.37,0.0,3167.37,Confirmed,Customer Warned,,Security,Newcastle,86,False
171,3,2025-04-05,2025-04-05 04:51:00,Manual Review,,15173,447161873231,37843.6,0.0,37843.6,Resolved,Refund Issued,2025-04-15,External Partner,Bristol,95,False
172,4,2025-05-11,2025-05-11 17:46:00,Rule Engine,,27178,447304528085,446.51,0.0,446.51,Resolved,Customer Warned,2025-06-08,Fraud Ops,Glasgow,84,False
173,6,2025-02-07,2025-02-07 15:13:00,Rule Engine,,28491,447457517705,416.92,0.0,416.92,Resolved,Write-off,2025-03-01,Security,Leicester,60,False
174,2,2026-01-15,2026-01-15 06:25:00,Rule Engine,,29987,447356979659,674.85,284.31,257.33,Escalated,,,Security,Nottingham,78,False
175,6,2025-07-03,2025-07-03 23:30:00,Rule Engine,,24958,447443847870,651.42,0.0,651.42,Confirmed,Customer Warned,,Revenue Assurance,Liverpool,80,False
176,6,2025-04-24,2025-04-24 18:37:00,Rule Engine,,23594,447548371040,1495.44,0.0,1495.44,Detected,,,Security,Birmingham,72,False
177,4,2025-05-06,2025-05-06 23:41:00,ML Model,0.93,24236,447626772995,1023.64,0.0,1023.64,Resolved,Write-off,2025-05-17,External Partner,Birmingham,82,False
178,8,2025-09-08,2025-09-08 02:52:00,Real-time Monitor,,21897,447152091933,9610.36,7482.8,3432.66,False Positive,,,Fraud Ops,Bristol,68,False
179,2,2025-12-29,2025-12-29 19:58:00,Rule Engine,,15834,447807901168,840.05,277.41,328.73,Investigating,,,External Partner,London,60,False
180,4,2025-01-09,2025-01-09 21:27:00,ML Model,0.93,26417,447292486308,1082.36,0.0,1082.36,Confirmed,Law Enforcement,,Fraud Ops,Leicester,66,False
181,2,2025-11-14,2025-11-14 11:25:00,Rule Engine,,15041,447706666479,2679.63,0.0,2679.63,Resolved,Law Enforcement,2025-12-10,Revenue Assurance,Newcastle,74,False
182,10,2025-02-11,2025-02-11 17:30:00,Partner Alert,,1839,447783703040,1324.78,459.37,415.69,False Positive,,,Fraud Ops,Newcastle,70,True
183,10,2025-11-27,2025-11-27 01:14:00,Rule Engine,,6928,447843338269,1579.53,0.0,1579.53,Resolved,Account Blocked,2025-12-26,External Partner,Glasgow,62,False
184,8,2025-05-24,2025-05-24 10:01:00,Manual Review,,6789,447730325223,45015.93,0.0,45015.93,Resolved,Account Blocked,2025-05-30,Revenue Assurance,Nottingham,85,False
185,3,2025-10-16,2025-10-16 23:08:00,Rule Engine,,25904,447840141559,12403.37,9280.98,3715.04,False Positive,,,Fraud Ops,Edinburgh,82,True
186,4,2025-02-08,2025-02-08 10:01:00,Real-time Monitor,,20779,447393482659,714.16,0.0,714.16,Resolved,No Action,2025-02-21,External Partner,Sheffield,74,False
187,11,2025-08-10,2025-08-10 09:51:00,Partner Alert,,8076,447865694462,1010.12,0.0,1010.12,Resolved,Customer Warned,2025-08-13,Fraud Ops,Manchester,77,False
188,8,2025-11-21,2025-11-21 09:28:00,ML Model,0.65,11794,447917489574,8136.71,0.0,8136.71,Confirmed,Law Enforcement,,Security,Manchester,68,True
189,4,2025-10-13,2025-10-13 19:38:00,ML Model,0.84,25705,447448354409,1131.74,0.0,1131.74,Confirmed,Account Blocked,,External Partner,London,78,False
190,9,2026-01-07,2026-01-07 12:10:00,Real-time Monitor,,4550,447388749542,1807.22,1059.0,453.39,False Positive,,,Security,Glasgow,91,True
191,2,2025-05-22,2025-05-22 20:31:00,ML Model,0.73,19458,447762143074,2163.4,0.0,2163.4,Resolved,Account Blocked,2025-06-03,Revenue Assurance,Sheffield,66,True
192,1,2025-07-22,2025-07-22 20:38:00,ML Model,0.93,4461,447422589929,1727.86,0.0,1727.86,Resolved,Law Enforcement,2025-08-06,Security,Cardiff,72,False
193,2,2025-07-23,2025-07-23 18:50:00,Customer Report,,7944,447449917685,4846.75,0.0,4846.75,Confirmed,Write-off,,External Partner,Glasgow,85,False
194,11,2025-04-13,2025-04-13 23:29:00,Rule Engine,,23212,447325108249,3001.91,0.0,3001.91,Resolved,Write-off,2025-05-08,External Partner,Nottingham,78,False
195,1,2026-02-12,2026-02-12 04:45:00,ML Model,0.74,13866,447947264726,3995.72,0.0,3995.72,Resolved,Refund Issued,2026-03-05,External Partner,Manchester,88,False
196,5,2025-07-25,2025-07-25 11:44:00,Manual Review,,29344,447972197233,26951.19,13722.21,5687.5,False Positive,,,Fraud Ops,Manchester,75,False
197,3,2025-11-28,2025-11-28 10:50:00,Customer Report,,14106,447213757100,30827.56,0.0,30827.56,Resolved,Write-off,2025-12-20,Fraud Ops,Manchester,76,False
198,9,2025-10-13,2025-10-13 21:37:00,Rule Engine,,22625,447637371044,1182.01,0.0,1182.01,Resolved,Customer Warned,2025-10-25,Revenue Assurance,Liverpool,61,False
199,3,2025-02-13,2025-02-13 15:22:00,ML Model,0.76,15603,447204821934,6245.43,3295.5,1636.68,False Positive,,,External Partner,Newcastle,88,False
200,3,2026-02-19,2026-02-19 05:59:00,ML Model,0.69,24265,447361899532,35683.56,0.0,35683.56,Detected,,,Revenue Assurance,Edinburgh,70,False
201,4,2025-08-25,2025-08-25 12:01:00,ML Model,0.87,24163,447759392301,502.12,0.0,502.12,Confirmed,Refund Issued,,Revenue Assurance,Sheffield,97,False
202,1,2025-04-20,2025-04-20 05:23:00,ML Model,0.95,10682,447311606895,1108.34,0.0,1108.34,Resolved,Account Blocked,2025-05-09,External Partner,Manchester,76,False
203,5,2025-11-24,2025-11-24 11:22:00,Rule Engine,,27706,447591624059,16013.5,0.0,16013.5,Confirmed,Customer Warned,,Revenue Assurance,Southampton,79,False
204,6,2025-12-11,2025-12-11 13:38:00,ML Model,0.71,4518,447717193289,311.2,201.26,109.93,Investigating,,,External Partner,Bristol,71,False
205,6,2025-11-27,2025-11-27 19:03:00,ML Model,0.75,28362,447485515372,1864.86,733.91,844.03,Investigating,,,Fraud Ops,Sheffield,68,False
206,4,2025-10-15,2025-10-15 14:31:00,Rule Engine,,5481,447188766909,1035.6,0.0,1035.6,Resolved,Write-off,2025-10-31,Fraud Ops,Nottingham,74,False
207,3,2025-10-03,2025-10-03 15:35:00,Partner Alert,,16739,447221559383,14789.18,0.0,14789.18,Resolved,No Action,2025-10-27,Fraud Ops,Glasgow,94,False
208,3,2026-02-26,2026-02-26 23:53:00,ML Model,0.79,21420,447906751081,37960.92,0.0,37960.92,Resolved,Customer Warned,2026-03-16,Revenue Assurance,Glasgow,62,False
209,3,2026-02-23,2026-02-23 22:22:00,ML Model,0.93,28215,447863166250,4805.66,1946.0,2024.55,False Positive,,,External Partner,Birmingham,99,True
210,2,2025-04-16,2025-04-16 05:20:00,Rule Engine,,23071,447414214115,4046.66,0.0,4046.66,Resolved,No Action,2025-04-25,Security,Cardiff,77,False
211,5,2025-12-14,2025-12-14 08:55:00,Partner Alert,,21493,447236245128,40851.45,20662.59,8896.86,Investigating,,,Revenue Assurance,Leeds,69,False
212,10,2026-01-25,2026-01-25 08:40:00,Rule Engine,,13574,447502838221,1694.93,0.0,1694.93,Confirmed,Refund Issued,,External Partner,Manchester,100,False
213,9,2025-07-26,2025-07-26 15:20:00,Rule Engine,,19070,447102655449,1055.45,0.0,1055.45,Confirmed,Law Enforcement,,Fraud Ops,Newcastle,89,False
214,8,2025-02-02,2025-02-02 15:17:00,Partner Alert,,10580,447989427187,39886.06,0.0,39886.06,Confirmed,Customer Warned,,Security,Liverpool,95,False
215,6,2025-09-06,2025-09-06 14:01:00,Partner Alert,,4072,447269633510,1587.19,512.62,615.6,False Positive,,,External Partner,Sheffield,60,False
216,4,2025-12-19,2025-12-19 11:16:00,ML Model,0.95,2701,447499264207,1823.34,1346.17,415.73,False Positive,,,Revenue Assurance,London,85,False
217,8,2026-01-22,2026-01-22 04:37:00,ML Model,0.81,7412,447657749020,12090.12,0.0,12090.12,Resolved,Write-off,2026-01-26,External Partner,London,60,False
218,10,2025-08-05,2025-08-05 03:20:00,ML Model,0.92,12045,447421322967,1403.36,0.0,1403.36,Resolved,Refund Issued,2025-08-18,Revenue Assurance,Bristol,68,False
219,8,2025-02-05,2025-02-05 14:22:00,Customer Report,,23673,447328766544,26760.16,0.0,26760.16,Detected,,,Revenue Assurance,Leicester,86,False
220,4,2025-04-22,2025-04-22 13:20:00,Partner Alert,,25923,447250141520,219.04,130.28,69.04,Investigating,,,Revenue Assurance,Glasgow,65,False
221,6,2026-01-05,2026-01-05 21:56:00,Partner Alert,,9885,447320595661,1234.81,0.0,1234.81,Resolved,Write-off,2026-01-06,Revenue Assurance,Newcastle,85,False
222,1,2026-02-11,2026-02-11 19:04:00,Rule Engine,,17311,447112956853,4777.89,0.0,4777.89,Resolved,Account Blocked,2026-02-19,Security,Leicester,80,True
223,10,2025-10-19,2025-10-19 02:01:00,Rule Engine,,19247,447172512549,870.68,0.0,870.68,Resolved,Refund Issued,2025-11-13,Fraud Ops,Glasgow,73,True
224,1,2026-02-09,2026-02-09 13:27:00,Rule Engine,,22997,447531942087,2050.08,0.0,2050.08,Confirmed,Write-off,,Fraud Ops,Belfast,94,False
225,2,2025-02-12,2025-02-12 18:40:00,ML Model,0.76,25010,447996065974,1618.54,0.0,1618.54,Resolved,Refund Issued,2025-03-10,Fraud Ops,Glasgow,87,False
226,10,2025-01-30,2025-01-30 21:47:00,ML Model,0.86,5756,447228250953,526.74,172.51,210.6,False Positive,,,Fraud Ops,Newcastle,68,False
227,2,2025-06-27,2025-06-27 08:46:00,ML Model,0.69,29047,447226762436,2662.73,0.0,2662.73,Resolved,Write-off,2025-07-06,Fraud Ops,Liverpool,87,False
228,1,2025-12-31,2025-12-31 01:31:00,Rule Engine,,28160,447708689346,4877.75,0.0,4877.75,Resolved,Customer Warned,2026-01-15,Revenue Assurance,Liverpool,70,False
229,1,2025-10-21,2025-10-21 00:15:00,Customer Report,,1507,447606553372,3403.19,1025.33,1557.32,Investigating,,,Security,Bristol,69,False
230,12,2025-01-19,2025-01-19 13:58:00,Customer Report,,23603,447443527737,1128.09,574.97,334.52,False Positive,,,Security,Southampton,64,False
231,1,2025-12-11,2025-12-11 02:56:00,Partner Alert,,15241,447403124688,4519.51,3573.61,2197.49,Investigating,,,Security,Liverpool,65,False
232,1,2025-04-13,2025-04-13 15:49:00,ML Model,0.78,25425,447309833231,1528.82,0.0,1528.82,Resolved,Write-off,2025-05-03,Revenue Assurance,Birmingham,60,False
233,1,2025-10-05,2025-10-05 21:24:00,Manual Review,,27821,447892510222,1797.48,1393.94,360.28,False Positive,,,Security,Manchester,73,False
234,2,2025-09-09,2025-09-09 16:26:00,ML Model,0.75,22966,447499960213,4809.81,1548.52,1295.96,Escalated,,,External Partner,Newcastle,65,False
235,5,2025-11-23,2025-11-23 13:42:00,Rule Engine,,4284,447354231714,41088.16,0.0,41088.16,Detected,,,Security,Glasgow,80,False
236,4,2026-01-12,2026-01-12 18:06:00,ML Model,0.72,5093,447213449146,686.19,0.0,686.19,Confirmed,Refund Issued,,Revenue Assurance,Sheffield,89,False
237,1,2025-07-03,2025-07-03 21:19:00,ML Model,0.74,27080,447856671023,4826.71,1737.41,1193.57,Investigating,,,Fraud Ops,Leeds,80,True
238,8,2025-07-02,2025-07-02 05:01:00,ML Model,0.93,13252,447585547305,20114.1,0.0,20114.1,Detected,,,Revenue Assurance,Manchester,89,True
239,9,2025-03-04,2025-03-04 11:43:00,Real-time Monitor,,20654,447792225271,73.32,26.79,32.78,False Positive,,,Fraud Ops,Cardiff,97,False
240,10,2025-01-12,2025-01-12 10:07:00,Customer Report,,1400,447594989531,1994.46,1405.39,453.93,Investigating,,,Fraud Ops,Birmingham,96,False
241,8,2025-09-12,2025-09-12 08:28:00,ML Model,0.71,28949,447259591761,1959.37,0.0,1959.37,Resolved,Refund Issued,2025-09-24,Fraud Ops,Cardiff,99,False
242,7,2025-09-13,2025-09-13 06:41:00,ML Model,0.7,28989,447955984774,853.38,0.0,853.38,Resolved,Account Blocked,2025-09-16,Revenue Assurance,Belfast,94,False
243,12,2026-02-05,2026-02-05 16:20:00,Manual Review,,12727,447390378111,1441.07,0.0,1441.07,Resolved,Customer Warned,2026-02-17,Revenue Assurance,London,80,False
244,1,2026-02-20,2026-02-20 16:22:00,Real-time Monitor,,25128,447727053322,3914.84,0.0,3914.84,Detected,,,Revenue Assurance,Birmingham,66,False
245,2,2025-10-01,2025-10-01 12:22:00,ML Model,0.99,27500,447286521875,4099.8,1679.71,1861.11,False Positive,,,Revenue Assurance,Leeds,97,False
246,9,2025-07-03,2025-07-03 18:36:00,Customer Report,,4657,447704633564,1832.26,0.0,1832.26,Detected,,,Revenue Assurance,Southampton,91,False
247,2,2025-01-20,2025-01-20 10:58:00,ML Model,0.81,20124,447316320731,542.26,0.0,542.26,Confirmed,Refund Issued,,Revenue Assurance,Liverpool,71,False
248,10,2025-06-15,2025-06-15 16:55:00,Customer Report,,11957,447177880216,166.13,61.61,38.75,Investigating,,,Security,Newcastle,85,False
249,3,2025-06-15,2025-06-15 20:20:00,Real-time Monitor,,5709,447859331874,7254.36,5048.46,3541.57,Investigating,,,Security,Leeds,97,False
250,4,2026-01-11,2026-01-11 12:54:00,Customer Report,,25259,447709329975,1392.57,1078.4,674.85,Investigating,,,Fraud Ops,Birmingham,98,False
251,9,2025-11-10,2025-11-10 11:20:00,ML Model,0.68,5502,447783100341,480.75,0.0,480.75,Resolved,Customer Warned,2025-11-15,Fraud Ops,Southampton,100,False
252,3,2025-01-06,2025-01-06 03:46:00,Rule Engine,,42,447151697938,13628.02,0.0,13628.02,Confirmed,Account Blocked,,External Partner,Sheffield,86,False
253,11,2025-09-10,2025-09-10 18:41:00,ML Model,0.81,24847,447837832868,4420.68,0.0,4420.68,Confirmed,Customer Warned,,Revenue Assurance,Birmingham,88,True
254,10,2025-05-31,2025-05-31 12:10:00,ML Model,0.71,23986,447180533234,89.15,0.0,89.15,Confirmed,Account Blocked,,Fraud Ops,Liverpool,98,False
255,11,2025-12-27,2025-12-27 06:12:00,ML Model,0.95,13412,447848609261,251.87,95.35,58.03,False Positive,,,Security,Belfast,78,False
256,1,2025-07-21,2025-07-21 21:40:00,ML Model,0.77,19668,447615748688,2901.67,1490.89,836.74,False Positive,,,Revenue Assurance,Manchester,61,False
257,7,2025-02-11,2025-02-11 08:05:00,Partner Alert,,21033,447684250873,973.46,521.26,456.03,Investigating,,,External Partner,Birmingham,83,False
258,3,2025-08-17,2025-08-17 01:09:00,ML Model,0.74,24650,447847829989,2708.54,0.0,2708.54,Confirmed,Law Enforcement,,Fraud Ops,Manchester,82,False
259,4,2026-01-23,2026-01-23 17:43:00,Rule Engine,,28407,447609838807,1199.97,0.0,1199.97,Resolved,Customer Warned,2026-02-19,Revenue Assurance,Sheffield,79,True
260,11,2026-01-01,2026-01-01 19:09:00,Rule Engine,,3942,447913025234,270.17,0.0,270.17,Resolved,No Action,2026-01-27,External Partner,Birmingham,70,False
261,9,2025-03-06,2025-03-06 06:52:00,Customer Report,,20553,447258783057,133.22,0.0,133.22,Detected,,,Security,Liverpool,64,True
262,6,2025-10-10,2025-10-10 00:50:00,Manual Review,,22952,447769003354,685.95,0.0,685.95,Confirmed,Customer Warned,,External Partner,Manchester,86,True
263,6,2025-10-26,2025-10-26 09:55:00,Manual Review,,17552,447469226717,1528.84,888.78,352.09,False Positive,,,External Partner,Glasgow,84,False
264,6,2025-08-31,2025-08-31 21:44:00,Customer Report,,13164,447141642429,123.06,0.0,123.06,Confirmed,Refund Issued,,External Partner,Leicester,81,False
265,1,2025-09-01,2025-09-01 15:54:00,ML Model,0.93,22813,447835354265,4612.09,2082.49,1310.31,False Positive,,,Fraud Ops,Southampton,74,True
266,12,2025-08-15,2025-08-15 20:05:00,Rule Engine,,6159,447574289591,1559.36,0.0,1559.36,Confirmed,Write-off,,Revenue Assurance,Leicester,86,False
267,9,2025-07-11,2025-07-11 04:49:00,ML Model,0.82,27896,447662948033,1650.98,0.0,1650.98,Resolved,Refund Issued,2025-07-14,Fraud Ops,Birmingham,72,False
268,2,2025-01-30,2025-01-30 08:23:00,Customer Report,,26985,447598450776,1322.5,0.0,1322.5,Confirmed,Law Enforcement,,External Partner,Belfast,67,False
269,2,2025-09-08,2025-09-08 05:53:00,Manual Review,,29311,447377733976,3010.81,1786.74,918.08,Investigating,,,Fraud Ops,Glasgow,61,False
270,2,2025-10-20,2025-10-20 16:01:00,ML Model,0.73,28333,447937844678,3921.17,1581.66,1550.73,Investigating,,,Fraud Ops,Sheffield,68,False
271,6,2025-01-05,2025-01-05 20:17:00,Real-time Monitor,,13888,447504237434,486.35,0.0,486.35,Resolved,Law Enforcement,2025-01-28,Security,Sheffield,76,False
272,3,2025-09-24,2025-09-24 11:35:00,ML Model,0.99,21213,447737558411,41303.39,0.0,41303.39,Confirmed,Account Blocked,,Security,Glasgow,66,False
273,3,2025-05-22,2025-05-22 04:33:00,ML Model,0.89,25084,447358022386,32209.44,24034.26,9329.06,False Positive,,,Fraud Ops,Nottingham,98,False
274,3,2025-03-13,2025-03-13 12:24:00,Manual Review,,24142,447137923492,36203.52,0.0,36203.52,Resolved,Law Enforcement,2025-03-22,Revenue Assurance,Liverpool,74,False
275,7,2025-09-01,2025-09-01 21:56:00,Partner Alert,,18293,447294493146,1817.73,0.0,1817.73,Resolved,No Action,2025-09-11,Security,Manchester,90,True
276,2,2026-02-18,2026-02-18 07:22:00,Real-time Monitor,,7319,447899089320,2839.26,2128.86,1125.29,False Positive,,,Security,Bristol,81,False
277,6,2025-08-26,2025-08-26 19:04:00,Rule Engine,,15474,447308889819,1709.87,0.0,1709.87,Resolved,Write-off,2025-09-14,Fraud Ops,Southampton,84,False
278,4,2025-03-19,2025-03-19 14:09:00,Rule Engine,,10368,447868443155,317.86,185.85,150.03,Investigating,,,Revenue Assurance,Nottingham,65,False
279,7,2025-04-01,2025-04-01 06:48:00,Rule Engine,,25348,447281039053,661.16,0.0,661.16,Detected,,,Revenue Assurance,Sheffield,65,True
280,4,2025-08-08,2025-08-08 11:00:00,Rule Engine,,29230,447445973716,836.62,266.77,217.37,Escalated,,,Revenue Assurance,London,60,False
281,2,2025-12-22,2025-12-22 18:19:00,Rule Engine,,5473,447170101400,4397.23,0.0,4397.23,Confirmed,Account Blocked,,Fraud Ops,Glasgow,78,False
282,5,2025-09-26,2025-09-26 11:48:00,Real-time Monitor,,6175,447277042316,17222.84,8118.27,8101.88,False Positive,,,External Partner,London,74,False
283,12,2025-04-19,2025-04-19 20:50:00,Rule Engine,,1225,447502859804,1481.45,0.0,1481.45,Resolved,Refund Issued,2025-04-23,Security,Nottingham,94,False
284,6,2025-01-25,2025-01-25 13:28:00,Customer Report,,12461,447232709191,1340.84,0.0,1340.84,Resolved,Account Blocked,2025-01-27,Security,Sheffield,69,False
285,8,2025-01-05,2025-01-05 04:26:00,ML Model,0.86,27219,447212650803,15405.26,0.0,15405.26,Resolved,Write-off,2025-01-22,Fraud Ops,Glasgow,67,False
286,5,2025-11-08,2025-11-08 11:45:00,Real-time Monitor,,13427,447417130941,10387.59,0.0,10387.59,Confirmed,No Action,,Revenue Assurance,London,95,False
287,2,2025-09-04,2025-09-04 03:53:00,Customer Report,,18814,447818356830,1719.96,0.0,1719.96,Detected,,,External Partner,Birmingham,65,False
288,1,2026-01-06,2026-01-06 09:16:00,Rule Engine,,15214,447153773200,596.32,0.0,596.32,Confirmed,Refund Issued,,Fraud Ops,Southampton,71,False
289,10,2025-07-04,2025-07-04 01:00:00,ML Model,0.94,27919,447248599901,1613.11,0.0,1613.11,Confirmed,Write-off,,Revenue Assurance,Liverpool,82,False
290,12,2025-05-18,2025-05-18 05:07:00,Partner Alert,,13133,447529765405,1763.03,0.0,1763.03,Detected,,,External Partner,Glasgow,84,False
291,5,2025-08-04,2025-08-04 01:54:00,Customer Report,,5224,447211361103,32617.9,0.0,32617.9,Resolved,Account Blocked,2025-08-09,External Partner,Leicester,97,False
292,6,2025-08-13,2025-08-13 21:56:00,Customer Report,,27478,447880909484,403.46,0.0,403.46,Confirmed,Law Enforcement,,Revenue Assurance,Sheffield,91,True
293,4,2025-01-24,2025-01-24 16:49:00,Manual Review,,24368,447719172154,173.51,0.0,173.51,Resolved,Account Blocked,2025-02-16,Revenue Assurance,Belfast,81,False
294,8,2025-11-13,2025-11-13 12:09:00,ML Model,0.88,27494,447987380851,5214.49,0.0,5214.49,Resolved,Refund Issued,2025-11-29,Fraud Ops,London,70,False
295,5,2025-09-11,2025-09-11 07:21:00,Rule Engine,,9115,447154063666,43536.07,0.0,43536.07,Detected,,,Revenue Assurance,Edinburgh,84,False
296,2,2025-08-24,2025-08-24 10:07:00,Rule Engine,,16298,447900194244,2276.53,0.0,2276.53,Resolved,Account Blocked,2025-09-21,Fraud Ops,Manchester,85,False
297,6,2025-01-01,2025-01-01 06:41:00,ML Model,0.82,22003,447589849525,1660.52,0.0,1660.52,Resolved,No Action,2025-01-22,Security,Liverpool,63,False
298,10,2025-06-19,2025-06-19 22:28:00,Customer Report,,3737,447204622201,1142.29,0.0,1142.29,Resolved,Customer Warned,2025-07-12,Revenue Assurance,London,81,False
299,7,2026-02-14,2026-02-14 04:52:00,ML Model,0.71,23490,447897264993,619.37,0.0,619.37,Resolved,Write-off,2026-02-18,External Partner,Manchester,76,False
300,2,2025-07-21,2025-07-21 20:53:00,ML Model,0.76,22025,447732231115,1156.39,784.7,247.41,False Positive,,,Fraud Ops,Nottingham,88,False
301,6,2025-09-16,2025-09-16 18:30:00,ML Model,0.97,16658,447938679870,312.54,0.0,312.54,Resolved,No Action,2025-10-10,Revenue Assurance,Newcastle,97,False
302,10,2025-02-23,2025-02-23 13:38:00,Manual Review,,22693,447918593554,805.44,0.0,805.44,Resolved,Law Enforcement,2025-03-12,Revenue Assurance,Glasgow,85,False
303,12,2025-08-20,2025-08-20 22:35:00,Customer Report,,28204,447437059145,1619.35,1203.53,572.75,Investigating,,,Revenue Assurance,Leeds,73,False
304,3,2025-06-26,2025-06-26 17:44:00,Customer Report,,20870,447446154387,46098.99,36307.09,11678.89,Investigating,,,Fraud Ops,Nottingham,82,False
305,6,2025-12-08,2025-12-08 13:51:00,Manual Review,,419,447661277051,1434.74,0.0,1434.74,Resolved,No Action,2025-12-18,Fraud Ops,London,84,True
